Number,Arabic,English
1726,طُغْيَانِهِمْ,Their tyranny
1727,حَوْلَهُ,About him
1728,رَبَّكُمُ,Your Lord
1729,تَجْعَلُوا,Make them
1730,يُحْيِيكُمْ,It revives you
1731,سَمَاوَاتٍ,Smeans
1732,أَقُلْ,Less
1733,تَكْتُمُونَ,You are
1734,لِآدَمَ,Ladd
1735,فَسَجَدُوا,They prostrated
1736,فَتَابَ,He repented
1737,وَأَوْفُوا,And fulfill
1738,يَظُنُّونَ,they think
1739,وَأَنَّهُمْ,And they are
1740,شِئْتُمْ,You are
1741,الْبَابَ,The Door
1742,يَفْسُقُونَ,They are immoral
1743,تَعْثَوْا,They are sent
1744,مُفْسِدِينَ,Spoils
1745,وَالنَّصَارَى,And supporters
1746,وَرَفَعْنَا,We raised us
1747,خُذُوا,take
1748,الْآنَ,right Now
1749,جِئْتَ,You came
1750,قُلُوبُكُمْ,Your hearts
1751,فَهِيَ,It is
1752,يَكْتُبُونَ,they write
1753,مِيثَاقَ,A charter
1754,حُسْنًا,Good
1755,بِالْإِثْمِ,I sin
1756,وَالْعُدْوَانِ,And the number
1757,خِزْيٌ,shame
1758,يُخَفَّفُ,Eases
1759,لَعَنَهُمُ,They cursed them
1760,وَلِلْكَافِرِينَ,And the disbelievers
1761,قُلُوبِهِمُ,Their hearts
1762,الْآخِرَةُ,hereafter
1763,بِالظَّالِمِينَ,With the shadows
1764,يَوَدُّ,Yed
1765,سَنَةٍ,Year
1766,وَبُشْرَى,And Bashra
1767,كِتَابَ,book
1768,ظُهُورِهِمْ,Their appearance
1769,الشَّيَاطِينَ,The devils
1770,تُرِيدُونَ,You want
1771,بِالْإِيمَانِ,With faith
1772,نَصَارَى,Nassari
1773,أَسْلَمَ,Safer
1774,يَتْلُونَ,They recite
1775,اسْمُهُ,its name
1776,هُدَى,Guidance
1777,وَلَقَدِ,And it was
1778,حَضَرَ,Attended
1779,يَعْقُوبَ,Yaaqoub
1780,وَاحِدًا,One
1781,تُسْأَلُونَ,You ask
1782,بِمِثْلِ,Likewise
1783,وَرَبُّكُمْ,And your Lord
1784,لَرَءُوفٌ,Forrs
1785,وَاشْكُرُوا,And thank you
1786,يَكْتُمُونَ,They are associated
1787,وَأَصْلَحُوا,And fix
1788,وَالنَّاسِ,And people
1789,خَلْقِ,Create
1790,يَرَى,be seen
1791,اتَّبَعُوا,Follow
1792,بِهِمُ,With them
1793,خُطُوَاتِ,steps
1794,يَسْمَعُ,He hears
1795,وَحِينَ,And two
1796,صَدَقُوا,Believe
1797,خَافَ,Fear
1798,سَفَرٍ,travel
1799,أُحِلَّ,It is permissible
1800,وَكُلُوا,Eat
1801,الْفَجْرِ,Daybreak
1802,وَلَيْسَ,And not
1803,اتَّقَى,Fear
1804,يُقَاتِلُوكُمْ,They fight you
1805,يَبْلُغَ,It is reported
1806,الْمِهَادُ,The talent
1807,بِالْعِبَادِ,With worshipers
1808,كَافَّةً,all
1809,وَقُضِيَ,He spent
1810,وَابْنِ,And son
1811,الْقِتَالُ,Fighting
1812,دِينِكُمْ,Your religion
1813,هَاجَرُوا,They migrated
1814,الْيَتَامَى,The orphanage
1815,وُسْعَهَا,Its expansion
1816,فَرِيضَةً,duty
1817,بِيَدِهِ,His hand
1818,خَرَجُوا,They came out
1819,الْعَلِيُّ,The Most High
1820,كَالَّذِي,As
1821,حَبَّةٍ,grain
1822,يُنْفِقُ,Spend
1823,الْخَبِيثَ,Makhbah
1824,حَمِيدٌ,One who praises
1825,الصَّدَقَاتِ,Charity
1826,سَيِّئَاتِكُمْ,Your bad things
1827,بِسِيمَاهُمْ,With them
1828,يَقُومُ,get up
1829,سَلَفَ,Loans
1830,أَثِيمٍ,Ethics
1831,إِحْدَاهُمَا,One of them
1832,الْأُخْرَى,The other
1833,التَّوْرَاةَ,Tawarah
1834,وَالْإِنْجِيلَ,And the Najil
1835,الْأَرْحَامِ,Mercy
1836,أَمْوَالُهُمْ,Their money
1837,لَعِبْرَةً,Labor
1838,جَنَّاتٌ,Paradises
1839,إِنَّنَا,We are
1840,اللَّهُمَّ,O Allah
1841,الْمُلْكِ,the king
1842,الْمَيِّتِ,dead
1843,الْحَيِّ,Neighborhood
1844,عَمِلَتْ,I worked
1845,أَطِيعُوا,Obligation
1846,قَالَتِ,She said
1847,زَكَرِيَّا,Zakaria
1848,مَرْيَمُ,Mariam
1849,بُيُوتِكُمْ,Your homes
1850,فَاعْبُدُوهُ,Pray it
1851,يَتَّخِذَ,It takes
1852,وَقَالَتْ,She said
1853,أُوتِيتُمْ,You have been
1854,يُؤْتِيهِ,It is given
1855,دِينِ,religion
1856,جَزَاؤُهُمْ,Their reward
1857,لِبَنِي,Banny
1858,تُطِيعُوا,Obey
1859,وَكَيْفَ,How are you?
1860,رَحْمَةِ,Mercy
1861,الْأَدْبَارَ,Literature
1862,سَوَاءً,whether
1863,تَصْبِرُوا,Be patient
1864,جَعَلَهُ,He made it
1865,فَانْظُرُوا,So look
1866,جَاهَدُوا,They worked
1867,يُرِدْ,Respond
1868,أَمْرِنَا,Our command
1869,خَاسِرِينَ,Losers
1870,مَوْلَاكُمْ,Your money
1871,يَغْشَى,Covering
1872,قُتِلُوا,were killed
1873,رَحْمَةٍ,Mercy
1874,وَاسْتَغْفِرْ,And ask forgiveness
1875,نَعْلَمُ,We know
1876,تَحْسَبَنَّ,Calculate
1877,آتَاهُمُ,They came to them
1878,خَلْفِهِمْ,Neighborhood
1879,يَسْتَبْشِرُونَ,They are preoccupied
1880,أَحْسَنُوا,Well done
1881,يَحْزُنْكَ,Sad you
1882,الْكُفْرِ,The disbelief
1883,فَآمِنُوا,Safe
1884,الْحَرِيقِ,The burning
1885,بِظَلَّامٍ,With a shadow
1886,لِلْعَبِيدِ,For the servants
1887,الْأُمُورِ,Things
1888,يَذْكُرُونَ,They remember
1889,بِرَبِّكُمْ,Your Lord
1890,ذَكَرٍ,Mention
1891,الْبِلَادِ,The country
1892,وَخَلَقَ,And created
1893,آبَاؤُكُمْ,Your parents
1894,يَأْتِينَ,He comes
1895,السُّوءَ,Bad
1896,يَتُوبُ,He repents
1897,فَعَسَى,He was a good
1898,الْمُؤْمِنَاتِ,The believers
1899,أَمْوَالِهِمْ,Their money
1900,حَدِيثًا,newly
1901,تَقْرَبُوا,Read
1902,تَعْلَمُوا,have learned
1903,يُشْرِكْ,Share
1904,تُؤْمِنُونَ,You believe
1905,رَأَيْتَ,I have seen
1906,يَصُدُّونَ,They repeat
1907,جَاءُوكَ,They came to you
1908,يَحْلِفُونَ,They are solved
1909,فَأَعْرِضْ,So offer
1910,يَجِدُوا,They find
1911,فَعَلُوهُ,Do it
1912,صِرَاطًا,Speaking
1913,أَنْعَمَ,Yes
1914,لَيَقُولَنَّ,To say
1915,وَاجْعَلْ,And make
1916,يُقَاتِلُونَ,They are fighting
1917,تُصِبْهُمْ,Pour them
1918,عِنْدِكَ,you have
1919,وَقَعَ,He fell
1920,يُجَادِلُ,Argues
1921,تَعْلَمُ,Learn
1922,إِنَاثًا,Female
1923,خَسِرَ,Lost
1924,غُرُورًا,Women
1925,وَاتَّبَعَ,And follow
1926,كُلًّا,both
1927,لِيَغْفِرَ,To forgive
1928,حَدِيثٍ,accident
1929,وَسَوْفَ,will
1930,نُهُوا,They ended
1931,وَصَدُّوا,They repelled
1932,وَأَجْرٌ,And reward
1933,قُلُوبَهُمْ,Their hearts
1934,يَصْنَعُونَ,They are made
1935,أَمْلِكُ,Hold
1936,وَاتْلُ,And the same
1937,يَدَكَ,Your hand
1938,رَبَّ,Allah
1939,فَأَصْبَحَ,So be morning
1940,مُقِيمٌ,resident
1941,فَاحْكُمْ,Your right
1942,آتَاكُمْ,I brought you
1943,فَتَرَى,So I saw
1944,جَهْدَ,an effort
1945,وَيُؤْتُونَ,And they are affected
1946,الْغَالِبُونَ,The majority
1947,سَوَاءِ,whether
1948,لَبِئْسَ,Breaking
1949,الطَّعَامَ,the food
1950,رَزَقَكُمُ,Your livelihood
1951,يَأْتُوا,They come
1952,الرُّسُلَ,The messenger
1953,الرَّازِقِينَ,Rizaqqa
1954,رَضِيَ,satisfied
1955,وَرَضُوا,And they are satisfied
1956,يَعْدِلُونَ,They adjust
1957,مُعْرِضِينَ,Exposed
1958,قَرْنٍ,a century
1959,سِيرُوا,Siro
1960,أُمِرْتُ,I commanded
1961,أَتَاهُمْ,I came to them
1962,كَبُرَ,He grew up
1963,أَبْوَابَ,door
1964,يَأْتِيكُمْ,He brings you
1965,الْقَوْمُ,The people
1966,خَزَائِنُ,Khazia
1967,أَتَّبِعُ,Follow
1968,فَتَنَّا,We missed us
1969,نُفَصِّلُ,We are separated
1970,أَعْبُدَ,He worshiped
1971,لَنَكُونَنَّ,Let's be
1972,بِوَكِيلٍ,A representative
1973,هَدَانَا,We guided
1974,مُهْتَدُونَ,They are guided
1975,وَمُوسَى,And Musa
1976,يَلْعَبُونَ,They play
1977,صَلَاتِهِمْ,Their prayers
1978,يُخْرِجُ,Out
1979,وَالشَّمْسَ,And the sun
1980,أَنْشَأَكُمْ,I created you
1981,وَكِيلٌ,agent
1982,الْأَبْصَارُ,Basra
1983,كَلِمَتُ,I spoke
1984,اسْمُ,Noun
1985,مَيْتًا,Die
1986,بِأَنْفُسِهِمْ,With themselves
1987,يَحْشُرُهُمْ,He gave them to them
1988,لِيُضِلَّ,To be gone
1989,أَشُدَّهُ,Him
1990,تَأْتِيَهُمُ,They come to them
1991,بِالْحَسَنَةِ,With good
1992,بِالسَّيِّئَةِ,With the bad
1993,تَزِرُ,Decorate
1994,وَازِرَةٌ,And a visit
1995,وِزْرَ,Wow
1996,لِتُنْذِرَ,To warn
1997,السَّاجِدِينَ,The prostration
1998,نَارٍ,Fire
1999,يَأْمُرُ,He commands
2000,يَسْتَأْخِرُونَ,They are late
2001,صُدُورِهِمْ,Their breasts
2002,أَبْصَارُهُمْ,Their eyesight
2003,رِسَالَاتِ,Messages
2004,رَجُلٍ,man
2005,أَجِئْتَنَا,We came
2006,اسْتُضْعِفُوا,Weaken
2007,جَاثِمِينَ,Jatamin
2008,وَأَمْطَرْنَا,And our rain
2009,الْحَاكِمِينَ,The two rulers
2010,نَقُصُّ,Shortage
2011,بَعَثْنَا,We sent us
2012,سَاجِدِينَ,Sajidin
2013,فَاسْتَكْبَرُوا,So be arrogant
2014,بَارَكْنَا,Park us
2015,قَوْمِي,My people
2016,قَوْمَهُ,His people
2017,النَّبِيَّ,the Prophet
2018,كَأَنَّهُ,As if
2019,آتَيْنَاهُ,We came to him
2020,شِئْنَا,Our affairs
2021,وَمِمَّنْ,And who
2022,يَمْشُونَ,They walk
2023,يَتَوَكَّلُونَ,They eat
2024,وَرِزْقٌ,And a livelihood
2025,وَيُنَزِّلُ,And it is revealed
2026,حِجَارَةً,Stones
2027,نِعْمَ,yes
2028,أَرَى,I see
2029,وَكُلٌّ,And all
2030,اسْتَطَعْتُمْ,You can
2031,أَرْسَلَ,Send
2032,نَارِ,Fire
2033,تَحْزَنْ,Sad
2034,كَارِهُونَ,Caron
2035,يَعْلَمُوا,Know
2036,الْكُفَّارَ,The atonement
2037,رَسُولِ,messenger
2038,أُنْزِلَتْ,It was revealed
2039,عَالِمِ,Scientist
2040,مَرَّتَيْنِ,twice
2041,الْكُفَّارِ,The atonement
2042,الر,R.
2043,الضُّرُّ,Harm
2044,لَيْلًا,night
2045,يَرْزُقُكُمْ,Gross you
2046,وَالْأَبْصَارَ,And the eyesight
2047,حَقَّتْ,I have been right
2048,الْخُلْدِ,the mole
2049,أَذِنَ,Ear
2050,وَجَعَلْنَاهُمْ,And we made them
2051,الْمُنْذَرِينَ,The warrants
2052,ائْتُونِي,You come to me
2053,تُوبُوا,Tobo
2054,يَسْتَجِيبُوا,They respond
2055,مِرْيَةٍ,Mary
2056,جَرَمَ,Jarm
2057,آلِهَتِنَا,Our God
2058,حَفِيظٌ,A warm
2059,عَادٌ,is back
2060,فِينَا,Vienna
2061,وَرَاءِ,behind
2062,أَصَابَ,hit
2063,بِئْسَ,misery
2064,وَعِلْمًا,And knowledge
2065,فَضْلِ,Fadl
2066,لَدَيْنَا,we've got
2067,أَمْرَهُمْ,Their command
2068,هَادٍ,This is
2069,يُجَادِلُونَ,They argue
2070,أَعْمَى,blind
2071,فَنِعْمَ,Yes
2072,الْقُلُوبُ,The hearts
2073,مَآبٍ,Mab
2074,وَلَعَذَابُ,And torture
2075,كَفَى,Is enough
2076,عِلْمُ,Science
2077,صِرَاطِ,Specific
2078,بِالْقَوْلِ,By saying
2079,بِقَدَرٍ,In destiny
2080,مَعْلُومٍ,known
2081,لَنَحْنُ,Let's
2082,مُصْبِحِينَ,Prayers
2083,فَكَانُوا,They were
2084,يُنَزِّلُ,goes down
2085,سَخَّرَ,Mocked
2086,إِلَهُكُمْ,Your God
2087,يَشَاءُونَ,They want
2088,سَيِّئَاتُ,sins
2089,يَمُوتُ,Dies
2090,الذِّكْرِ,The remembrance
2091,يَشْتَهُونَ,They are craved
2092,أُمَّهَاتِكُمْ,Your mothers
2093,بِرَبِّكَ,Your Lord
2094,لَمَبْعُوثُونَ,For the people
2095,اذْهَبْ,Go
2096,كِتَابَهُ,writing
2097,الشَّمْسِ,the sun
2098,الْبَاطِلُ,The falsehood
2099,أَعْرَضَ,Show
2100,وُجُوهِهِمْ,And their faces
2101,رَشَدًا,Rushing
2102,ذَهَبٍ,He went
2103,الْأَرَائِكِ,Your opinions
2104,وَاتَّخَذُوا,And take
2105,فَكَانَتْ,It was
2106,ذِكْرِي,memory
2107,يَحْيَى,Yahya
2108,حَيًّا,Live
2109,غَفْلَةٍ,negligence
2110,حَدِيثُ,accident
2111,يَخَافُ,Fear
2112,يُسَبِّحُونَ,Swim
2113,مُشْفِقُونَ,Agents
2114,وَقَوْمِهِ,And its people
2115,الرِّيحَ,The wind
2116,يُدْخِلُ,Enters
2117,وَعِظَامًا,And greatness
2118,مِتْنَا,Matta
2119,وَرَبُّ,And Lord
2120,امْرِئٍ,Emotion
2121,الْآخَرِينَ,The others
2122,جَانٌّ,Jan
2123,أَإِلَهٌ,God
2124,يُكَذِّبُ,He lies
2125,مَثْوًى,lodgement
2126,مُحْضَرُونَ,They are prepared
2127,تَنْزِيلُ,to download
2128,تَبْدِيلًا,Speaking
2129,صَيْحَةً,shout
2130,وَاحِدَةٌ,one
2131,بِيَوْمِ,Today
2132,ظَنَنْتُمْ,You thought
2133,وَالسَّمَاءِ,And the sky
2134,شَرِّ,Evil
2135,أَنْعَمْتَ,You were blessed
2136,تُفْسِدُوا,You spoil
2137,السُّفَهَاءُ,Fellowship
2138,اشْتَرَوُا,they bought
2139,قَامُوا,They rose
2140,وَالسَّمَاءَ,And the sky
2141,وَادْعُوا,Call
2142,أُعِدَّتْ,It was prepared
2143,يَنْقُضُونَ,They pass
2144,يُمِيتُكُمْ,You die
2145,كُلَّهَا,all of which
2146,اهْبِطُوا,Passing
2147,بِآيَاتِي,My verses
2148,فَاتَّقُونِ,Feat
2149,بِالصَّبْرِ,By patient
2150,رَاجِعُونَ,They are returned
2151,أَبْنَاءَكُمْ,Your children
2152,بَلَاءٌ,Boy
2153,وَأَغْرَقْنَا,And we immersed us
2154,تَنْظُرُونَ,Look
2155,أَرْبَعِينَ,Forty
2156,بِغَضَبٍ,angrily
2157,وَيَقْتُلُونَ,They kill
2158,مِيثَاقَكُمْ,Your charter
2159,السَّبْتِ,Saturday
2160,يَأْمُرُكُمْ,I command you
2161,كَادُوا,They almost
2162,الْمَاءُ,water
2163,يُسِرُّونَ,They are pleased
2164,عَهْدًا,Camer
2165,وَبِالْوَالِدَيْنِ,And in the parents
2166,دِيَارِكُمْ,Your homes
2167,تَقْتُلُونَ,You kill
2168,بِبَعْضِ,With each other
2169,الْبَيِّنَاتِ,The evidence
2170,الْقُدُسِ,Jerusalem
2171,قُلُوبُنَا,Our hearts
2172,بِكُفْرِهِمْ,In their atonement
2173,مُصَدِّقٌ,Certificate
2174,فَلِمَ,film
2175,وَاسْمَعُوا,Hear
2176,أَلْفَ,a thousand
2177,عَاهَدُوا,They pledged
2178,تَتْلُو,Telu
2179,الشَّيَاطِينُ,The devils
2180,السِّحْرَ,Magic
2181,يَنْفَعُهُمْ,They benefit them
2182,وَلَبِئْسَ,And the misery
2183,وَاتَّقَوْا,And meet
2184,تَعْلَمْ,Learn
2185,سَوَاءَ,whether
2186,إِيمَانِكُمْ,Your faith
2187,تُقَدِّمُوا,Present
2188,هَاتُوا,Hat
2189,بُرْهَانَكُمْ,Your proof
2190,مُحْسِنٌ,Improver
2191,النَّصَارَى,Christians
2192,بَشِيرًا,Bush
2193,إِمَامًا,Imam
2194,ذُرِّيَّتِي,My offspring
2195,الْبَيْتَ,the house
2196,أَهْلَهُ,His family
2197,لِرَبِّ,Lord
2198,بَعْدِي,after me
2199,اهْتَدَوْا,Take care
2200,شِقَاقٍ,schism
2201,عَابِدُونَ,They worshiped
2202,أَعْمَالُكُمْ,Your works
2203,سَيَقُولُ,would say
2204,يَعْرِفُونَ,They know
2205,أَبْنَاءَهُمْ,Their children
2206,الْمُمْتَرِينَ,The two people
2207,وَلِكُلٍّ,And all
2208,تَشْعُرُونَ,You feel
2209,وَمَاتُوا,And they died
2210,كُفَّارٌ,Unbelievers
2211,وَالْمَلَائِكَةِ,And the angels
2212,فَأَحْيَا,So they live
2213,حَلَالًا,Solutions
2214,بِالسُّوءِ,With badness
2215,آبَاؤُهُمْ,their parents
2216,أُهِلَّ,Ahl
2217,لِغَيْرِ,For others
2218,اضْطُرَّ,Confused
2219,إِثْمَ,sin
2220,الْبِرَّ,The righteousness
2221,الْمَشْرِقِ,Orient
2222,وَالصَّابِرِينَ,And the patients
2223,وَالضَّرَّاءِ,And the harm
2224,وَالْأُنْثَى,And the female
2225,اعْتَدَى,Take advantage
2226,أَحَدَكُمُ,One of you
2227,شَهِدَ,Witnessed
2228,هَدَاكُمْ,Your guidance
2229,نِسَائِكُمْ,Your women
2230,يُقَاتِلُونَكُمْ,They fight you
2231,الْمُعْتَدِينَ,The one who is accustomed
2232,الْقَتْلِ,the kill
2233,وَأَنْفِقُوا,And spend
2234,أَمِنْتُمْ,You are
2235,الْحَجِّ,Pilgrimage
2236,فَصِيَامُ,Fast
2237,فَرَضَ,duty
2238,خَيْرَ,Good
2239,آتِنَا,We came
2240,الْفَسَادَ,Corruption
2241,يَرْزُقُ,gives
2242,مُبَشِّرِينَ,Impressive
2243,وَمُنْذِرِينَ,And two warrants
2244,لِيَحْكُمَ,To judge
2245,يَقُولَ,Says
2246,أَنْفَقْتُمْ,You spent
2247,اسْتَطَاعُوا,Come on
2248,أَيْمَانِكُمْ,Your faith
2249,أَشْهُرٍ,Months
2250,يَحِلُّ,Solve
2251,أَرَادُوا,They wanted
2252,آتَيْتُمُوهُنَّ,They came to them
2253,طَلَّقْتُمُ,You divorced
2254,أَجَلَهُنَّ,They are not
2255,ظَلَمَ,unfairness
2256,أَزْكَى,Zaki
2257,لِلتَّقْوَى,To piety
2258,كَثِيرَةً,a lot
2259,بَعَثَ,He sent
2260,الْمُلْكَ,the king
2261,فَضَّلْنَا,We preferred us
2262,أَنْفِقُوا,Agree
2263,وَسِعَ,Excuse
2264,فَأْتِ,So
2265,مَرَّ,bitter
2266,لَحْمًا,War
2267,وَمَغْفِرَةٌ,And forgiveness
2268,نَخِيلٍ,Palm
2269,نَارٌ,Fire
2270,الْحِكْمَةَ,wisdom
2271,تُبْدُوا,Begin
2272,وَجْهِ,Face
2273,تُظْلَمُونَ,You shadow
2274,وَعَلَانِيَةً,And advertising
2275,وَآتَوُا,And they came
2276,وَذَرُوا,And they gave up
2277,ضَعِيفًا,Weak
2278,رَجُلَيْنِ,Two men
2279,تِجَارَةً,trade
2280,وَيُعَذِّبُ,And it is tormented
2281,وَاغْفِرْ,And forgive
2282,انْتِقَامٍ,revenge
2283,يَخْفَى,Hide
2284,لِيَوْمٍ,Today
2285,يُخْلِفُ,It is succeeded
2286,الْمِيعَادَ,The date
2287,تُغْنِيَ,singing
2288,أَوْلَادُهُمْ,Their children
2289,وَالْأَنْعَامِ,And the appointment
2290,ذُنُوبَنَا,Our sins
2291,وَأُولُو,And first
2292,قَائِمًا,Stayed
2293,الْحَيَّ,Neighborhood
2294,صُدُورِكُمْ,Your breasts
2295,وَالرَّسُولَ,And the Messenger
2296,ذُرِّيَّةً,offspring
2297,امْرَأَتُ,I have a woman
2298,هَبْ,Give
2299,غُلَامٌ,child
2300,بِالْعَشِيِّ,With the east
2301,يَخْتَصِمُونَ,Standing
2302,الْمُقَرَّبِينَ,The approaches
2303,جِئْتُكُمْ,I came to you
2304,أُجُورَهُمْ,Their wages
2305,خَلَقَهُ,He created it
2306,هَا,Ha
2307,دِينَكُمْ,Your religion
2308,يَشْتَرُونَ,they buy
2309,بِعَهْدِ,With a covenant
2310,يَنْظُرُ,look
2311,بِالْكِتَابِ,In the book
2312,لِبَشَرٍ,Bushter
2313,بِالْكُفْرِ,With atonement
2314,أَفَغَيْرَ,I am overwhelming
2315,يَبْغُونَ,They want
2316,طَوْعًا,Violated
2317,دِينًا,Religion
2318,كُفْرًا,Infidelity
2319,مُبَارَكًا,Meclas
2320,وَيَأْمُرُونَ,And they are commanded
2321,وَيَنْهَوْنَ,And they are forbidden
2322,يَسْجُدُونَ,They prostrate
2323,أَفْوَاهِهِمْ,They have themselves
2324,صُدُورُهُمْ,Their breasts
2325,كُلِّهِ,Entire
2326,تَقُولُ,Says
2327,بُشْرَى,Human
2328,يَتُوبَ,He repents
2329,مَغْفِرَةٍ,forgiveness
2330,فَعَلُوا,Do
2331,فَاحِشَةً,Well -out
2332,وَنِعْمَ,And yes
2333,ثَوَابَ,Thawab
2334,الرُّعْبَ,the horror
2335,يُنَزِّلْ,goes down
2336,مَثْوَى,lodgement
2337,وَعْدَهُ,And its promise
2338,أَرَاكُمْ,see you
2339,يَدْعُوكُمْ,I invite you
2340,لِكَيْلَا,for not
2341,أَصَابَكُمْ,Your injury
2342,الْجَاهِلِيَّةِ,Ignorance
2343,هَاهُنَا,Here
2344,الْجَمْعَانِ,The whole
2345,دَرَجَاتٌ,grades
2346,مَنَّ,From
2347,يُضِيعُ,lose
2348,اسْتَجَابُوا,They responded
2349,يَجْعَلَ,Makes
2350,قِيَامًا,Sayam
2351,ثَوَابًا,Thawab
2352,مَأْوَاهُمْ,Come on
2353,لَمَنْ,Whose
2354,تَعْدِلُوا,Justice
2355,هَنِيئًا,Congratulations
2356,حَسِيبًا,Something
2357,اثْنَتَيْنِ,Two two
2358,وَصِيَّةٍ,Commandment
2359,دَيْنٍ,religion
2360,يُدْخِلْهُ,Enter it
2361,الْفَاحِشَةَ,The obscene
2362,عَنْهُمَا,About them
2363,بِجَهَالَةٍ,In ignorance
2364,بِفَاحِشَةٍ,With an obscene
2365,مَكَانَ,place
2366,بُهْتَانًا,Cutting
2367,الْمُحْصَنَاتِ,The forties
2368,كَرِيمًا,Cream
2369,فَضَّلَ,False
2370,تَخَافُونَ,You are afraid
2371,مُهِينًا,Important
2372,يَكُنِ,It is
2373,فَسَاءَ,Fasa
2374,وَأَنْفَقُوا,And spend
2375,جِئْنَا,We came
2376,مَرْضَى,Patients
2377,صَعِيدًا,Single
2378,وَآتَيْنَاهُمْ,And we came to them
2379,سَمِيعًا,Hear
2380,وَأَحْسَنُ,And the best
2381,أَرَدْنَا,We wanted
2382,وَإِذًا,If
2383,الْفَضْلُ,Favor
2384,أَكُنْ,I am
2385,أَيْدِيَكُمْ,Your hands
2386,نَفْسِكَ,yourself
2387,نَفْسَكَ,yourself
2388,أَضَلَّ,Diaspora
2389,قَوْمَهُمْ,Their people
2390,السَّلَمَ,Peace
2391,قَتَلَ,killing
2392,مُؤْمِنَةٍ,A believer
2393,لَسْتَ,Not
2394,عَرَضَ,Show
2395,كَثِيرَةٌ,a lot
2396,الْقَاعِدِينَ,The sites
2397,وَسَاءَتْ,And she worsened
2398,يَرْضَى,Satisfies
2399,خَلْقَ,Create
2400,وَاتَّخَذَ,And take it
2401,وَإِيَّاكُمْ,And you
2402,تَكْفُرُوا,Atone
2403,يُذْهِبْكُمْ,He goes to you
2404,الْهَوَى,The passion
2405,الْعِزَّةَ,Glory
2406,يَخُوضُوا,They are going through
2407,نَكُنْ,We are
2408,مِيثَاقَهُمْ,Their charter
2409,وَسُلَيْمَانَ,And Solomon
2410,يَشْهَدُ,Witness
2411,بِعِلْمِهِ,To his knowledge
2412,يَشْهَدُونَ,They testify
2413,جَاءَكُمُ,You came to you
2414,الْمُقَرَّبُونَ,The close
2415,وَاسْتَكْبَرُوا,And arrogate
2416,هَلَكَ,That is
2417,أَوْفُوا,Walk
2418,حِلٌّ,Solution
2419,وَأَرْجُلَكُمْ,And your feet
2420,نِعْمَتَهُ,His blessing
2421,عَشَرَ,ten
2422,نَبَأَ,News
2423,أَخِي,Brother
2424,خِلَافٍ,dispute
2425,وَجَاهِدُوا,And strive
2426,سَمَّاعُونَ,Hear
2427,يَأْتُوكَ,They come to you
2428,لِيَبْلُوَكُمْ,Let you get
2429,بَعْضِ,some
2430,عِنْدِهِ,Has
2431,نَادِمِينَ,Nadine
2432,أَهَؤُلَاءِ,Ahala
2433,يُقِيمُونَ,They evaluate
2434,يَتَوَلَّ,It takes over
2435,طُغْيَانًا,Getyhone
2436,وَكُفْرًا,And atonement
2437,وَأَلْقَيْنَا,And we met us
2438,رِجْسٌ,Person
2439,وَآمَنُوا,And they wish
2440,عَدْلٍ,justice
2441,وَبَالَ,And in
2442,وَأَكْثَرُهُمْ,And more
2443,قُرْبَى,Near
2444,عَلَّامُ,Science
2445,الْغُيُوبِ,The change
2446,بِإِذْنِي,With me
2447,نُرِيدُ,We want
2448,قُلْتَ,I said
2449,تَكْسِبُونَ,They are caught
2450,أَغَيْرَ,I am not
2451,بِضُرٍّ,Far
2452,أَئِنَّكُمْ,You are
2453,بِآيَاتِهِ,With his verses
2454,تَزْعُمُونَ,You can
2455,مُشْرِكِينَ,Subsections
2456,كَذَبُوا,They lied
2457,وَقْرًا,And a revelation
2458,فَأَخَذْنَاهُمْ,So we took them
2459,فَتَحْنَا,So we conquered
2460,نُصَرِّفُ,We spend
2461,وَالْبَصِيرُ,And vision
2462,وَلِيٌّ,Guardian
2463,بَيْنِنَا,Between us
2464,ظُلُمَاتِ,Decisors
2465,يَتَوَفَّاكُمْ,You miss you
2466,أَجَلٌ,Yes
2467,يَبْعَثَ,It is sent
2468,شِيَعًا,Shiites
2469,وَكَذَّبَ,And lied
2470,شَرَابٌ,drink
2471,ائْتِنَا,We came
2472,وَاتَّقُوهُ,And fear it
2473,يُنْفَخُ,Emphasize
2474,اللَّيْلُ,the night
2475,قَوْمُهُ,His people
2476,بِظُلْمٍ,In the dark
2477,مُبَارَكٌ,congrats
2478,أُمَّ,Mother
2479,تُؤْفَكُونَ,You can
2480,الْعَلِيمِ,The knowledge
2481,حَبًّا,Love
2482,وَجَنَّاتٍ,Heaven
2483,خَالِقُ,Creator
2484,فَلِنَفْسِهِ,Let us find it
2485,زَيَّنَّا,Zain us
2486,مَرْجِعُهُمْ,Their reference
2487,وَأَقْسَمُوا,And divide
2488,أَنَّهَا,that it
2489,لِيُؤْمِنُوا,To believe
2490,الْإِنْسِ,Man
2491,يُوحِي,Implies
2492,تُطِعْ,Pick up
2493,بِالْمُهْتَدِينَ,With the guidance
2494,رُسُلُ,Sees
2495,يَجْعَلُ,Makes
2496,الرِّجْسَ,Ring
2497,دَارُ,Dar: house
2498,يَوْمِكُمْ,Your day
2499,شَهِدْنَا,We witnessed
2500,مَكَانَتِكُمْ,Your place
2501,يَحْكُمُونَ,They judge
2502,بُطُونِ,Ptone
2503,مُخْتَلِفًا,Specified
